intro_location,gender,age,education,occupation,marital_status,occupation_partner,hh_members_total,hh_member_rela_1,hh_educ_1,hh_occ_1,hh_age_1,hh_kids_1,hh_live_1,hh_member_rela_2,hh_educ_2,hh_occ_2,hh_age_2,hh_kids_2,hh_live_2,hh_member_rela_3,hh_educ_3,hh_occ_3,hh_age_3,hh_kids_3,hh_live_3,hh_member_rela_4,hh_educ_4,hh_occ_4,hh_age_4,hh_kids_4,hh_live_4,A15_5,A16_5,A17_5,hh_age_5,hh_kids_5,A20_5,A15_6,A16_6,A17_6,hh_age_6,hh_kids_6,hh_children,child_count,child1_educ,child1_occ,talked_to_yesterday,H2i1,H2i2,H2i3,H2i4,H2i5,H2i6,friends,family,clients,talk_to_most,paid_expenses,fund_I2_1,fund_I2i,paid_for_you,fund_I4_1,fund_I4i,chama,chama_freq,loan,fund_I7i,fund_I8_1,friend_loan,fund_I10_1,med_insurance,med_i_used,med_i_for,med_source_funds,fund_I15,need_source,sofa,chairs,bed,fund_I17_4,cellphone,mattress,own_savings,loan_relatives,gifts,loans_from_friends,gifts_from_friends,fund_I19_6,fund_I19_7,fund_I19_8,church,church_members,church_friends,church_loan,most_food,fav_hobbie,floor,USAIDJ3_1,showers,toilet,rooms,water_source,main_toilet,electricity,refrigerator,USAIDJ11,own_house,jiko_coal,iron,USAIDJ14,radio,radio_cassette,electric_gas_cooker,charcoal_iron,livestock,personal_daily_income,hh_daily_income,passed_away_5,passed_away_10,hh_chronic_illness5,hh_chronic_illness10,main_finance,second_finance,savings_account,interests,shares,collateral,guarantor,investment,inflation,pension,mortgage,nssf,nhif,adr,nairobi_se,deposit_protection_fund,credit_ref,policy_comp,finlitK4_8,crb_report,scam_invest,scam_invest12,scam_lost,FA_bank,FA_ins_comp,other_spec,fin_prov_trust1,fin_prov_trust2,high_interest,low_interest,old_worry,reg_aside_particular,reg_aside_unexpected,paln_allocate_money,live_today,trouble_money_last,finlitK26,loan_for_loan,live_minus_bank,finlitK29,finlitK30_1,mpesa_comfort,mshwari_account,mshwari_comfort,L3,L5,L7,mpesa,mshwari,duration,age40_49,age50_59,age60_69,age70_up,age_sum,educ_sum,relationship,total_educ,total_age_children,very_poor,not_very_poor,not_org_floor,piped_water,flush_toilet,home_elec,time_pref,urban,peri_urban,rural,bank,ag_land,network_comfort,sleeping,small_bus_owner,small_bus_partner,inf_sec_worker,casual_worker,hh_very_poor,pat_index2,pat_index3,random,insample,pat_index2_10,pat_index2_20,pat_index2_35,lpat_index2
Kibera,Female,40,Standard 8,Own a small business,Single,,2,self/respondent,Standard 8,Own a small business,40,Yes,Yes,own child,None,Not working,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Form 2,Not working,20,7,6,4,5,7,5,10,1,5,neigbour,Yes,own child,3,Yes,sibling,3,Yes,2,Yes,3,Medical expenses/ emergency,Yes,Medical expenses/ emergency,No,,,Harambee,Harambee,Yes,Cellphone,Table,Bed,Cupboard/Dressers,Kerosene Stove,"Other non-agricultural machines, tools or appliances for your home or business ",Gift from friends,Merry-go-round (ROSCA),,,,,,,Yes,500,200,20,Ugali and kales,Resting,Cement,Paraffin stove,1,1,1,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,No,No,No,1000,1000,Yes,Yes,Yes,Yes,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),,,,,No,No,,,SACCO,Chama/ROSCA,,Mshwari/KCB M-PESA,Bank,Bank,SACCO,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Having children or getting married ,Watched television,7,Yes,5,1,0,1,1,1,241,1,,,,40-49,Primary,0,21,42,0,0,1,1,0,1,0.89999998,1,0,0,0,0,2.4000001,0,1,0,0,0,0,0.46153846,0.375,0.84805429,1,0,0,0,0.37948963
Kibera,Female,83,None,Not working,Widow/widower,,15,self/respondent,None,Not working,83,Yes,No,grandchild,Form 4,Casual worker,26,Yes,Yes,grandchild,Standard 8,Casual worker,27,Yes,Yes,grandchild,Form 4,Casual worker,23,Yes,Yes,grandchild,Form 3,Casual worker,19,Yes,Yes,grandchild,Form 2,Not working,17,No,Yes,5,.d,Own a small business,16,6,4,3,5,5,6,6,10,0,own child,Yes,own child,4,Yes,own child,5,Yes,1,Yes,2,Food emergency,Yes,No particular reason,No,,,Harambee,Fundraise within the family,Yes,Cupboard/Dressers,Television,,,"Other non-agricultural machines, tools or appliances for your home or business ",,Loan from friends,,,,,,,,Yes,500,100,20,Ugali and kales,Resting,Cement,Lignite / Coal or Charcoal,2,2,4,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,No,No,No,No,Yes,2000,3000,Yes,Yes,No,No,You ,other relatives,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),,,,,,No,Yes,Yes,No,Television,,,ASCA/ROSCA/chama,Bank,Shylock,ASCA/ROSCA/chama,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Keeping in touch with friends and family,Watched television,1,No,,1,0,0,0,1,93,,,,1,70 and up,None,0,37,295,0,0,1,1,0,1,0.80000001,1,0,0,0,0,4.875,0,0,0,0,0,0,0.46153846,0.125,0.76121908,1,0,0,0,0.37948963
Kibera,Female,43,Standard 8,Not working,"Monogamous couple (one man, one wife)",Driver,6,oldest/only spouse,Standard 8,Not working,43,Yes,Yes,other spouse,Form 4,Driver,47,Yes,Yes,own child,Form 1,Not working,16,,,own child,Standard 6,Not working,13,,,own child,Pre-school,Not working,5,,,own child,None,Not working,4,,No,,,,8,7,4,1,3,4,2,3,5,0,own child,Yes,own child,1,Yes,parent,1,No,,,0,,,,No,,,"Form friends and relatives, using their salary",Fundraise within the family,Yes,Sofa,"Radio, Tape or CD-Player",Television,Computer or Tablet,Bed,"Other non-agricultural machines, tools or appliances for your home or business ",Gift from relatives,Gift from friends,,,,,,,Yes,300,50,4,Ugali and Kales,Watching tv,Cement,Paraffin stove,0,0,2,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,No,Yes,No,No,No,0,500,No,No,Yes,Yes,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Investment,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Microfinance,Radio,,Mshwari/KCB M-PESA,Bank,Bank,Don't know,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Educating yourself or your family,Watched television,7,No,,1,0,1,1,1,50,1,,,,40-49,Primary,1,0,128,1,,1,0,0,1,0.89999998,1,0,0,0,0,2.875,0,0,0,0,0,0,0.38461539,0.375,0.7920959,1,0,0,1,0.32542241
Kibera,Female,53,Standard 7,Informal sector,Polygamous marriage (more than one wife),,1,self/respondent,Standard 7,Informal sector,53,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Standard 8,Informal sector,1,7,,,,,,1,1,0,own child,No,,,No,,,Yes,4,No,0,,No,,No,,,NHIF,Harambee,No,Agricultural land,Livestock ,,,Chairs,Bed,Merry-go-round (ROSCA),,,,,,,,Yes,6000,4,0,Ugali Gidheri,Spend time with kids,Cement,Paraffin stove,0,0,1,Public tap,Flush toilet,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,Yes,400,400,No,No,No,No,You ,You ,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,No,,,Self,,,Bank,Mshwari/KCB M-PESA,Don't know,SACCO,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Having children or getting married ,Listened to radio,5,No,,1,0,0,1,1,220,,1,,,50-59,Primary,0,36,53,0,0,1,0,1,1,0.89999998,1,0,0,0,0,7,0,0,0,1,0,0,0.46153846,0.375,0.10425472,1,0,0,0,0.37948963
Kibera,Female,60,Standard 4,Own a small business,Separated or Divorced,,10,self/respondent,Standard 4,Own a small business,60,Yes,Yes,own child,Standard 8,Own a small business,39,Yes,Yes,own child,Standard 8,Driver,35,Yes,Yes,own child,Standard 8,Own a small business,32,No,,own child,Standard 8,Social worker,27,Yes,Yes,own child,Standard 8,Not working,16,,No,,,,6,4,5,7,3,7,7,6,6,0,own child,No,,,No,,,Yes,1,Yes,4,School expenses,Yes,Business investment,No,,,Savings,Apply for an emergency loan,Yes,Refridgerator,Computer or Tablet,,,Bed,,Own savings,SACCO,,,,,,,Yes,800,800,1,Ugali,Reading kuran Sewing,Tiles,Lignite / Coal or Charcoal,0,0,0,Public tap,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,Yes,No,No,Yes,450,600,Yes,Yes,No,No,Chidren,Chidren,Savings account,Interest,Shares,Guarantor,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Friends/Family,,,Bank,Microfinance,Bank,None,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Attended social gathering/meeting,7,Yes,1,1,0,0,1,0,1671,,,1,,60-69,Primary,0,0,237,0,0,1,0,0,1,1,1,0,0,0,0,5.5,0,1,0,0,0,0,0.61538464,0.5,0.36775461,1,0,0,0,0.4795731
Kibera,Male,49,Standard 8,Artisan,"Monogamous couple (one man, one wife)",Not working,5,self/respondent,Standard 8,Artisan,49,Yes,Yes,oldest/only spouse,Standard 7,Not working,35,Yes,Yes,own child,Standard 3,Not working,16,,,own child,Standard 8,Not working,13,,,own child,Standard 4,Not working,10,,,,,,,,No,,,,5,7,6,5,6,5,,5,0,0,neigbour,Yes,oldest/only spouse,2,No,,,Yes,4,Yes,1,School expenses,No,,No,,,"Withdraw savings, or Mesa, take a loan from rosca","Borrow from a friend, or take a loan from a Tosca, maharishi or bank",Yes,Cellphone,Sofa,Chairs,Clocks,Agricultural land,,Own savings,Loan from friends,Gift from friends,,,,,,Yes,500,20,5,Ugali sukuma,Watch football,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,Yes,Yes,1000,1000,No,No,No,No,You ,Spouse,Savings account,Investment,Pension,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,Friends/Family,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",ASCA/ROSCA/chama,Bank,ASCA/ROSCA/chama,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Putting food on the table,Watched television,7,Yes,7,1,0,1,1,1,320,1,,,,40-49,Primary,1,0,123,0,0,1,1,0,1,1,1,0,0,0,1,5.8000002,0,0,0,0,0,0,0.53846157,0.375,0.74751091,1,0,0,0,0.43078294
Kibera,Male,46,Form 3,Own a hotel,Polygamous marriage (more than one wife),,4,self/respondent,Form 3,Own a hotel,46,Yes,Yes,other spouse,Standard 8,Not working,28,Yes,Yes,step-child,Standard 4,Not working,13,,,step-child,Standard 2,Not working,6,,,,,,,,,,,,,,No,,,,5,5,6,5,4,3,,4,0,0,other spouse,Yes,other spouse,0,Yes,coworker,0,Yes,2,No,0,,Yes,Business investment,Yes,No,,"Harambee,loan",Mobilize friends and family to arrange for harambee,Yes,Bed,Mattress,,,Bed,Mattress,Loan from friends,Bank loan,,,,,,,Yes,200,0,0,"Ugali,eggs",Mingling with friends,Cement,Paraffin stove,0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,No,No,No,480,480,Yes,Yes,No,No,You ,Spouse,Savings account,Interest,Shares,Pension,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Other (SPECIFY),,Lennox depends on his boss for financial advice,SACCO,Bank,Bank,SACCO,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Building a house/Improving your house ,Gone to work,7,Yes,7,1,0,0,1,1,139,1,,,,40-49,Secondary,0,0,93,0,0,1,0,0,1,1,1,0,0,0,0,4.5999999,0,0,0,0,0,0,0.38461539,0.375,0.62129915,1,0,0,1,0.32542241
Kibera,Female,47,Form 4,Construction,"Monogamous couple (one man, one wife)",Construction,4,self/respondent,Form 4,Construction,47,Yes,Yes,oldest/only spouse,Standard 8,Not working,31,Yes,Yes,own child,Form 4,Not working,26,Yes,Yes,own child,Form 3,Not working,19,No,,,,,,,,,,,,,No,,,,5,7,7,7,5,5,,3,2,0,oldest/only spouse,Yes,oldest/only spouse,2,No,,,Yes,4,No,0,,No,,No,,,"Insurance cover, harambee","Raise funds from family and friends, nhif cover",Yes,Cellphone,Table,Television,,Agricultural land,,Own savings,Loan from relatives,Gift from relatives,Merry-go-round (ROSCA),,,,,Yes,35,5,5,Ugali,Watch football,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,No,800,800,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),,,,,No,No,,,Bank,,,Bank,ASCA/ROSCA/chama,Bank,SACCO,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Putting food on the table,Attended social gathering/meeting,5,Yes,6,1,0,0,1,1,33,1,,,,40-49,Secondary,1,0,123,0,0,1,1,0,1,1,1,0,0,1,1,6.1999998,0,0,0,0,0,0,0.38461539,0.25,0.50072807,1,0,0,1,0.32542241
Kikuyu,Female,52,Form 4,Doctor,"Monogamous couple (one man, one wife)",Construction,3,self/respondent,Form 4,Doctor,52,Yes,Yes,oldest/only spouse,Form 4,Construction,54,Yes,Yes,own child,College 4,Doctor,23,No,,,,,,,,,,,,,,,,,,,No,,,,4,6,7,1,1,1,1,4,1,0,Other unrelated,Yes,coworker,8,No,,,No,,,0,,,,Yes,No,,"Insurance, NHIF, Harambee, Guests of honor",Harambee,Yes,Bicycle,,,,Bicycle,,Gift from relatives,,,,,,,,Yes,2500,500,50,Pilau,House chores,Tiles,Lignite / Coal or Charcoal,1,1,5,Tubewell/borehole with pump,Flush toilet,"National electricity service (i.e., Kenya KPLC)",Yes,1,Yes,Yes,Yes,1,Yes,No,No,No,No,450,450,No,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Policy Conpensation Fund (PCF),,,,,No,No,,,Other (SPECIFY),,None,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Don't know,Don't know,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Keeping in touch with friends and family,Watched television,5,No,,0,0,0,1,1,513,,1,,,50-59,Secondary,1,0,129,0,0,1,0,1,1,0.60000002,0,0,1,0,0,4.25,0,0,0,0,0,0,0.61538464,0.625,0.968023,1,0,0,0,0.4795731
Kikuyu,Female,73,Standard 4,Farmer,Widow/widower,,2,self/respondent,Standard 4,Farmer,73,Yes,Yes,own child,Standard 7,Casual worker,51,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,4,7,6,3,4,,,1,2,0,Other unrelated,No,,,No,,,Yes,4,Yes,1,Wedding/ Festival,Yes,Refuse to answer (FO please tell the respondent that all data is confidential and private),No,,,Harambee,Harambee,Yes,Chairs,Television,,,Cellphone,,Gift from friends,,,,,,,,Yes,1000,25,0,Ugali,House chores,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,3,Rain water collection,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,No,Yes,No,No,Yes,134,134,No,No,Yes,Yes,You ,Chidren,Savings account,,,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Other (SPECIFY),,No one,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Putting food on the table,Watched television,7,No,,0,0,0,1,1,66,,,,1,70 and up,Primary,0,0,124,0,1,1,0,0,1,0.69999999,0,0,1,0,0,5,0,0,0,0,0,0,0.46153846,0.25,0.36746088,1,0,0,0,0.37948963
Kikuyu,Female,64,Standard 7,Retired,Separated or Divorced,,3,self/respondent,Standard 7,Retired,64,Yes,No,grandparent,Standard 2,Retired,91,Yes,No,grandchild,Standard 2,Not working,8,,,,,,,,,,,,,,,,,,,,No,,,,6,7,5,4,6,2,6,1,5,0,own child,Yes,own child,2,Yes,sibling,1,Yes,1,Yes,2,Asset purchase,Yes,Business investment,No,,,Gift from friends,Sell assets,Yes,Livestock ,,,,Chairs,Table,Gift from friends,,,,,,,,Yes,500,10,5,Ugali,House chores,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,4,Public tap,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,No,Yes,200,700,No,Yes,No,No,You ,other relatives,Savings account,Interest,Investment,Inflation,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,No,No,,,Friends/Family,,,SACCO,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,SACCO,Bank,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Keeping in touch with friends and family,Watched television,7,No,,0,0,0,1,1,85,,,1,,60-69,Primary,0,0,163,0,1,1,0,0,1,0.60000002,0,0,1,0,0,5,0,0,0,0,0,0,0.46153846,0.25,0.803083,1,0,0,0,0.37948963
Kikuyu,Female,41,Standard 8,Own a small business,Separated or Divorced,,3,self/respondent,Standard 8,Own a small business,41,Yes,Yes,own child,College 2,Not working,21,No,,own child,Standard 3,Not working,9,,,,,,,,,,,,,,,,,,,,Yes,1,Form 4,Not working,10,7,7,3,4,7,4,10,2,0,Client,Yes,parent,5,No,,,Yes,1,Yes,4,Crop expenses,No,,No,,,Fundraising,Harambee,No,Sofa,Chairs,Table,Clocks,Cellphone,Bed,Own savings,Loan from relatives,Loan from friends,,,,,,Yes,500,500,0,"Ugali, Githeri and Rice",Meeting other women friends,Earth,Paraffin stove,0,0,2,Rain water collection,Uncovered pit latrine,Do not have electricity,No,,No,Yes,No,,Yes,No,No,No,Yes,500,0,No,No,No,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,Yes,Yes,Yes,Self,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",None,Shylock,SACCO,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Educating yourself or your family,Watched television,4,Yes,7,0,0,0,0,1,153,1,,,,40-49,Primary,0,13,71,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0.23076923,0.25,0.46481168,1,0,1,1,0.20763937
Kikuyu,Female,70,Standard 8,Farmer,"Monogamous couple (one man, one wife)",Own a small business,3,self/respondent,Standard 8,Farmer,70,Yes,No,other spouse,Standard 8,Own a small business,75,Yes,No,grandchild,Standard 7,Not working,12,,,,,,,,,,,,,,,,,,,,Yes,4,Form 3,Own a small business,5,7,3,4,6,7,,5,3,0,grandchild,Yes,neigbour,3,No,,,Yes,2,Yes,500,Medical expenses/ emergency,Yes,Crop expenses,Yes,Yes,typhoid,Harambee,Move house to house seeking donations,Yes,Cellphone,Agricultural land,Livestock ,,Bed,Mattress,Own savings,Gift from relatives,Gift from friends,,,,,,Yes,500,10,0,"Githeri, ugali","Reading Bible,Singing, meeting friends",Earth,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,0,Piped into dwelling,Uncovered pit latrine,Do not have electricity,No,,Yes,Yes,No,,Yes,No,No,No,Yes,0,300,Yes,Yes,Yes,Yes,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Bank,,,Bank,Mobile Money Agents - MPESA/Airtel Money/Orange Money/Tanagaza Cash,Bank,ASCA/ROSCA/chama,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Listened to radio,4,No,,0,0,1,0,1,70,,,,1,70 and up,Primary,1,51,157,1,,0,1,0,0,1,0,0,1,1,0,5.4000001,0,0,1,0,0,0,0.38461539,0.25,0.84349978,1,0,0,1,0.32542241
Kikuyu,Male,61,Standard 7,Farmer,"Monogamous couple (one man, one wife)",Casual worker,6,self/respondent,Standard 7,Farmer,61,Yes,Yes,oldest/only spouse,Standard 7,Casual worker,46,Yes,Yes,own child,Form 3,Not working,27,Yes,Yes,own child,Standard 8,Not working,25,No,,own child,Standard 8,Not working,22,No,,own child,Standard 4,Not working,10,,No,,,,40,7,5,6,4,4,4,10,8,2,oldest/only spouse,Yes,oldest/only spouse,8,No,,,Yes,1,No,0,,Yes,Medical expenses/ emergency,Yes,Yes,pregnancy-related,"Harambee,through the media, through religious organizations, taking out a loan, or selling their assets like furniture or livestock ",Lets just gather people and have a harambee to get the money; or if you have any assets you could sell like livestock to get the money; or if you don't have anything to sell or can't get a harambee just go to the media like Kameme station or Co,Yes,Table,Refridgerator,"Radio, Tape or CD-Player",Television,Chairs,Bed,Loan from relatives,Loan from friends,,,,,,,Yes,400,10,3,Ugali,"Reading the Bible, listening to gospel music,",Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,4,Piped into dwelling,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,No,Yes,No,Yes,250,600,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,,No,No,,,Bank,Chama/ROSCA,,ASCA/ROSCA/chama,Mshwari/KCB M-PESA,Bank,ASCA/ROSCA/chama,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Listened to radio,7,Yes,4,1,1,1,1,0,101,,,1,,60-69,Primary,1,0,191,0,1,1,1,0,1,1,0,0,1,1,0,1.75,0,0,0,0,0,0,0.69230771,0.5,0.9885208,1,0,0,0,0.52609313
Kikuyu,Female,50,Standard 7,Own a small business,Widow/widower,,2,self/respondent,Standard 7,Informal sector,50,Yes,Yes,own child,Form 2,Not working,16,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Standard 8,Not working,20,7,2,4,4,5,7,15,5,5,neigbour,Yes,own child,5,No,,,Yes,1,No,0,,No,,No,,,Loan from friends; harambee;,Harambee; loan from friends;,Yes,Livestock ,,,,Chairs,Table,Loan from friends,Bank loan,Merry-go-round (ROSCA),,,,,,Yes,200,10,3,Ugali and githeri,I stay alone,Earth,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,2,Piped into dwelling,Uncovered pit latrine,Do not have electricity,No,,Yes,Yes,No,,Yes,No,No,No,Yes,200,200,No,Yes,No,No,You ,You ,Savings account,Interest,Shares,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,,,No,Yes,Yes,Yes,Chama/ROSCA,,,ASCA/ROSCA/chama,None,Don't know,Don't know,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Putting food on the table,Listened to radio,5,No,,0,0,1,1,1,98,,1,,,50-59,Primary,0,36,66,0,1,0,1,0,0,0.5,0,0,1,0,0,2.45,0,1,0,0,0,0,0.38461539,0.25,0.30992553,1,0,0,1,0.32542241
Kikuyu,Male,45,Standard 8,Informal sector,Separated or Divorced,,1,self/respondent,Standard 8,Informal sector,45,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Form 4,Not working,20,5,7,7,7,5,7,3,0,4,neigbour,Yes,nephew/niece,2,Yes,neigbour,5,Yes,1,Yes,40000,Business investment,Yes,Business investment,Yes,No,,By joining a chama/group that can help cater for the expenses; harambee; using NHIF card if you have it,Harambee;,Yes,Bicycle,"Radio, Tape or CD-Player",Television,Livestock ,Bed,"Other non-agricultural machines, tools or appliances for your home or business ",Own savings,Loan from relatives,Loan from friends,,,,,,Yes,1000,10,2,Ugali,Watching the television,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,2,Piped into dwelling,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,Yes,No,No,Yes,1000,1000,No,No,No,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,No,No,,,Bank,,,Bank,ASCA/ROSCA/chama,Bank,"Informal moneylender (shop keeper, village elder who lends money)",Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Putting food on the table,Watched television,7,No,,1,0,1,1,1,81,1,,,,40-49,Primary,0,24,45,0,0,1,1,0,1,0.5,0,0,1,1,0,2.5999999,0,0,0,1,0,0,0.61538464,0.375,0.41763514,1,0,0,0,0.4795731
